id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kunjungan,jumlah_bumil,satuan,tahun
1,32,JAWA BARAT,3201,KABUPATEN BOGOR,K4,77783,ORANG,2005
2,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K4,48235,ORANG,2005
3,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K4,42543,ORANG,2005
4,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K4,93154,ORANG,2005
5,32,JAWA BARAT,3205,KABUPATEN GARUT,K4,59947,ORANG,2005
6,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K4,29764,ORANG,2005
7,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K4,29559,ORANG,2005
8,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K4,22694,ORANG,2005
9,32,JAWA BARAT,3209,KABUPATEN CIREBON,K4,43192,ORANG,2005
10,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K4,20484,ORANG,2005
11,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K4,19929,ORANG,2005
12,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K4,36469,ORANG,2005
13,32,JAWA BARAT,3213,KABUPATEN SUBANG,K4,30441,ORANG,2005
14,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K4,16302,ORANG,2005
15,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K4,43435,ORANG,2005
16,32,JAWA BARAT,3216,KABUPATEN BEKASI,K4,39067,ORANG,2005
17,32,JAWA BARAT,3271,KOTA BOGOR,K4,15931,ORANG,2005
18,32,JAWA BARAT,3272,KOTA SUKABUMI,K4,5525,ORANG,2005
19,32,JAWA BARAT,3273,KOTA BANDUNG,K4,44214,ORANG,2005
20,32,JAWA BARAT,3274,KOTA CIREBON,K4,4254,ORANG,2005
21,32,JAWA BARAT,3275,KOTA BEKASI,K4,37792,ORANG,2005
22,32,JAWA BARAT,3276,KOTA DEPOK,K4,33397,ORANG,2005
23,32,JAWA BARAT,3277,KOTA CIMAHI,K4,10882,ORANG,2005
24,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K4,12933,ORANG,2005
25,32,JAWA BARAT,3279,KOTA BANJAR,K4,3374,ORANG,2005
26,32,JAWA BARAT,3201,KABUPATEN BOGOR,K1,85989,ORANG,2006
27,32,JAWA BARAT,3201,KABUPATEN BOGOR,K4,71920,ORANG,2006
28,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K1,57943,ORANG,2006
29,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K4,53978,ORANG,2006
30,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K1,43227,ORANG,2006
31,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K4,42405,ORANG,2006
32,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K1,89483,ORANG,2006
33,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K4,81286,ORANG,2006
34,32,JAWA BARAT,3205,KABUPATEN GARUT,K1,48690,ORANG,2006
35,32,JAWA BARAT,3205,KABUPATEN GARUT,K4,43238,ORANG,2006
36,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K1,35476,ORANG,2006
37,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K4,31303,ORANG,2006
38,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K1,30647,ORANG,2006
39,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K4,26670,ORANG,2006
40,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K1,25376,ORANG,2006
41,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K4,23627,ORANG,2006
42,32,JAWA BARAT,3209,KABUPATEN CIREBON,K1,51362,ORANG,2006
43,32,JAWA BARAT,3209,KABUPATEN CIREBON,K4,51362,ORANG,2006
44,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K1,17471,ORANG,2006
45,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K4,16330,ORANG,2006
46,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K1,21675,ORANG,2006
47,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K4,19674,ORANG,2006
48,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K1,30656,ORANG,2006
49,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K4,28652,ORANG,2006
50,32,JAWA BARAT,3213,KABUPATEN SUBANG,K1,32846,ORANG,2006
51,32,JAWA BARAT,3213,KABUPATEN SUBANG,K4,31534,ORANG,2006
52,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K1,18271,ORANG,2006
53,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K4,16550,ORANG,2006
54,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K1,45888,ORANG,2006
55,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K4,43435,ORANG,2006
56,32,JAWA BARAT,3216,KABUPATEN BEKASI,K1,41622,ORANG,2006
57,32,JAWA BARAT,3216,KABUPATEN BEKASI,K4,37700,ORANG,2006
58,32,JAWA BARAT,3271,KOTA BOGOR,K1,16644,ORANG,2006
59,32,JAWA BARAT,3271,KOTA BOGOR,K4,16030,ORANG,2006
60,32,JAWA BARAT,3272,KOTA SUKABUMI,K1,6550,ORANG,2006
61,32,JAWA BARAT,3272,KOTA SUKABUMI,K4,6091,ORANG,2006
62,32,JAWA BARAT,3273,KOTA BANDUNG,K1,39308,ORANG,2006
63,32,JAWA BARAT,3273,KOTA BANDUNG,K4,37999,ORANG,2006
64,32,JAWA BARAT,3274,KOTA CIREBON,K1,6006,ORANG,2006
65,32,JAWA BARAT,3274,KOTA CIREBON,K4,4763,ORANG,2006
66,32,JAWA BARAT,3275,KOTA BEKASI,K1,40966,ORANG,2006
67,32,JAWA BARAT,3275,KOTA BEKASI,K4,38446,ORANG,2006
68,32,JAWA BARAT,3276,KOTA DEPOK,K1,26672,ORANG,2006
69,32,JAWA BARAT,3276,KOTA DEPOK,K4,25822,ORANG,2006
70,32,JAWA BARAT,3277,KOTA CIMAHI,K1,10233,ORANG,2006
71,32,JAWA BARAT,3277,KOTA CIMAHI,K4,9621,ORANG,2006
72,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K1,13824,ORANG,2006
73,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K4,13507,ORANG,2006
74,32,JAWA BARAT,3279,KOTA BANJAR,K1,3827,ORANG,2006
75,32,JAWA BARAT,3279,KOTA BANJAR,K4,3409,ORANG,2006
76,32,JAWA BARAT,3201,KABUPATEN BOGOR,K1,93477,ORANG,2007
77,32,JAWA BARAT,3201,KABUPATEN BOGOR,K4,80552,ORANG,2007
78,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K1,58797,ORANG,2007
79,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K4,51554,ORANG,2007
80,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K1,47932,ORANG,2007
81,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K4,43390,ORANG,2007
82,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K1,91676,ORANG,2007
83,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K4,82538,ORANG,2007
84,32,JAWA BARAT,3205,KABUPATEN GARUT,K1,49102,ORANG,2007
85,32,JAWA BARAT,3205,KABUPATEN GARUT,K4,48182,ORANG,2007
86,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K1,35680,ORANG,2007
87,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K4,32179,ORANG,2007
88,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K1,32686,ORANG,2007
89,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K4,28070,ORANG,2007
90,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K1,25899,ORANG,2007
91,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K4,23976,ORANG,2007
92,32,JAWA BARAT,3209,KABUPATEN CIREBON,K1,52865,ORANG,2007
93,32,JAWA BARAT,3209,KABUPATEN CIREBON,K4,48315,ORANG,2007
94,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K1,21296,ORANG,2007
95,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K4,16493,ORANG,2007
96,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K1,22891,ORANG,2007
97,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K4,20621,ORANG,2007
98,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K1,33063,ORANG,2007
99,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K4,29102,ORANG,2007
100,32,JAWA BARAT,3213,KABUPATEN SUBANG,K1,35516,ORANG,2007
101,32,JAWA BARAT,3213,KABUPATEN SUBANG,K4,32118,ORANG,2007
102,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K1,19282,ORANG,2007
103,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K4,17307,ORANG,2007
104,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K1,55120,ORANG,2007
105,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K4,51485,ORANG,2007
106,32,JAWA BARAT,3216,KABUPATEN BEKASI,K1,53933,ORANG,2007
107,32,JAWA BARAT,3216,KABUPATEN BEKASI,K4,49970,ORANG,2007
108,32,JAWA BARAT,3271,KOTA BOGOR,K1,19045,ORANG,2007
109,32,JAWA BARAT,3271,KOTA BOGOR,K4,16918,ORANG,2007
110,32,JAWA BARAT,3272,KOTA SUKABUMI,K1,7296,ORANG,2007
111,32,JAWA BARAT,3272,KOTA SUKABUMI,K4,5985,ORANG,2007
112,32,JAWA BARAT,3273,KOTA BANDUNG,K1,40261,ORANG,2007
113,32,JAWA BARAT,3273,KOTA BANDUNG,K4,38734,ORANG,2007
114,32,JAWA BARAT,3274,KOTA CIREBON,K1,6123,ORANG,2007
115,32,JAWA BARAT,3274,KOTA CIREBON,K4,5124,ORANG,2007
116,32,JAWA BARAT,3275,KOTA BEKASI,K1,44295,ORANG,2007
117,32,JAWA BARAT,3275,KOTA BEKASI,K4,39084,ORANG,2007
118,32,JAWA BARAT,3276,KOTA DEPOK,K1,34003,ORANG,2007
119,32,JAWA BARAT,3276,KOTA DEPOK,K4,32470,ORANG,2007
120,32,JAWA BARAT,3277,KOTA CIMAHI,K1,10602,ORANG,2007
121,32,JAWA BARAT,3277,KOTA CIMAHI,K4,9889,ORANG,2007
122,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K1,13333,ORANG,2007
123,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K4,12400,ORANG,2007
124,32,JAWA BARAT,3279,KOTA BANJAR,K1,3783,ORANG,2007
125,32,JAWA BARAT,3279,KOTA BANJAR,K4,3028,ORANG,2007
126,32,JAWA BARAT,3201,KABUPATEN BOGOR,K1,100936,ORANG,2008
127,32,JAWA BARAT,3201,KABUPATEN BOGOR,K4,86891,ORANG,2008
128,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K1,57171,ORANG,2008
129,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K4,50154,ORANG,2008
130,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K1,52231,ORANG,2008
131,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K4,47582,ORANG,2008
132,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K1,63495,ORANG,2008
133,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K4,58379,ORANG,2008
134,32,JAWA BARAT,3205,KABUPATEN GARUT,K1,51733,ORANG,2008
135,32,JAWA BARAT,3205,KABUPATEN GARUT,K4,46430,ORANG,2008
136,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K1,37093,ORANG,2008
137,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K4,31830,ORANG,2008
138,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K1,32764,ORANG,2008
139,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K4,27809,ORANG,2008
140,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K1,23659,ORANG,2008
141,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K4,22627,ORANG,2008
142,32,JAWA BARAT,3209,KABUPATEN CIREBON,K1,53940,ORANG,2008
143,32,JAWA BARAT,3209,KABUPATEN CIREBON,K4,49460,ORANG,2008
144,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K1,19585,ORANG,2008
145,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K4,16848,ORANG,2008
146,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K1,25019,ORANG,2008
147,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K4,22401,ORANG,2008
148,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K1,35646,ORANG,2008
149,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K4,32487,ORANG,2008
150,32,JAWA BARAT,3213,KABUPATEN SUBANG,K1,34237,ORANG,2008
151,32,JAWA BARAT,3213,KABUPATEN SUBANG,K4,31232,ORANG,2008
152,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K1,20136,ORANG,2008
153,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K4,18388,ORANG,2008
154,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K1,58765,ORANG,2008
155,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K4,55243,ORANG,2008
156,32,JAWA BARAT,3216,KABUPATEN BEKASI,K1,57230,ORANG,2008
157,32,JAWA BARAT,3216,KABUPATEN BEKASI,K4,51855,ORANG,2008
158,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,K1,14798,ORANG,2008
159,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,K4,13745,ORANG,2008
160,32,JAWA BARAT,3271,KOTA BOGOR,K1,19865,ORANG,2008
161,32,JAWA BARAT,3271,KOTA BOGOR,K4,18193,ORANG,2008
162,32,JAWA BARAT,3272,KOTA SUKABUMI,K1,7649,ORANG,2008
163,32,JAWA BARAT,3272,KOTA SUKABUMI,K4,6266,ORANG,2008
164,32,JAWA BARAT,3273,KOTA BANDUNG,K1,51164,ORANG,2008
165,32,JAWA BARAT,3273,KOTA BANDUNG,K4,37650,ORANG,2008
166,32,JAWA BARAT,3274,KOTA CIREBON,K1,6365,ORANG,2008
167,32,JAWA BARAT,3274,KOTA CIREBON,K4,5670,ORANG,2008
168,32,JAWA BARAT,3275,KOTA BEKASI,K1,47538,ORANG,2008
169,32,JAWA BARAT,3275,KOTA BEKASI,K4,43491,ORANG,2008
170,32,JAWA BARAT,3276,KOTA DEPOK,K1,32873,ORANG,2008
171,32,JAWA BARAT,3276,KOTA DEPOK,K4,30044,ORANG,2008
172,32,JAWA BARAT,3277,KOTA CIMAHI,K1,12204,ORANG,2008
173,32,JAWA BARAT,3277,KOTA CIMAHI,K4,11461,ORANG,2008
174,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K1,13542,ORANG,2008
175,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K4,13155,ORANG,2008
176,32,JAWA BARAT,3279,KOTA BANJAR,K1,3605,ORANG,2008
177,32,JAWA BARAT,3279,KOTA BANJAR,K4,3099,ORANG,2008
178,32,JAWA BARAT,3201,KABUPATEN BOGOR,K1,98765,ORANG,2009
179,32,JAWA BARAT,3201,KABUPATEN BOGOR,K4,90762,ORANG,2009
180,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K1,57488,ORANG,2009
181,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K4,50768,ORANG,2009
182,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K1,53038,ORANG,2009
183,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K4,47071,ORANG,2009
184,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K1,64055,ORANG,2009
185,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K4,59319,ORANG,2009
186,32,JAWA BARAT,3205,KABUPATEN GARUT,K1,52561,ORANG,2009
187,32,JAWA BARAT,3205,KABUPATEN GARUT,K4,47569,ORANG,2009
188,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K1,41924,ORANG,2009
189,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,K4,38496,ORANG,2009
190,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K1,32005,ORANG,2009
191,32,JAWA BARAT,3207,KABUPATEN CIAMIS,K4,27765,ORANG,2009
192,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K1,23663,ORANG,2009
193,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,K4,22048,ORANG,2009
194,32,JAWA BARAT,3209,KABUPATEN CIREBON,K1,53110,ORANG,2009
195,32,JAWA BARAT,3209,KABUPATEN CIREBON,K4,47192,ORANG,2009
196,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K1,19762,ORANG,2009
197,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,K4,17612,ORANG,2009
198,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K1,25501,ORANG,2009
199,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,K4,22101,ORANG,2009
200,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K1,38394,ORANG,2009
201,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,K4,34007,ORANG,2009
202,32,JAWA BARAT,3213,KABUPATEN SUBANG,K1,33374,ORANG,2009
203,32,JAWA BARAT,3213,KABUPATEN SUBANG,K4,30584,ORANG,2009
204,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K1,21496,ORANG,2009
205,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,K4,19665,ORANG,2009
206,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K1,59723,ORANG,2009
207,32,JAWA BARAT,3215,KABUPATEN KARAWANG,K4,56383,ORANG,2009
208,32,JAWA BARAT,3216,KABUPATEN BEKASI,K1,62080,ORANG,2009
209,32,JAWA BARAT,3216,KABUPATEN BEKASI,K4,58321,ORANG,2009
210,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,K1,33890,ORANG,2009
211,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,K4,30787,ORANG,2009
212,32,JAWA BARAT,3271,KOTA BOGOR,K1,20767,ORANG,2009
213,32,JAWA BARAT,3271,KOTA BOGOR,K4,19004,ORANG,2009
214,32,JAWA BARAT,3272,KOTA SUKABUMI,K1,7301,ORANG,2009
215,32,JAWA BARAT,3272,KOTA SUKABUMI,K4,6516,ORANG,2009
216,32,JAWA BARAT,3273,KOTA BANDUNG,K1,49321,ORANG,2009
217,32,JAWA BARAT,3273,KOTA BANDUNG,K4,48695,ORANG,2009
218,32,JAWA BARAT,3274,KOTA CIREBON,K1,6186,ORANG,2009
219,32,JAWA BARAT,3274,KOTA CIREBON,K4,5495,ORANG,2009
220,32,JAWA BARAT,3275,KOTA BEKASI,K1,44809,ORANG,2009
221,32,JAWA BARAT,3275,KOTA BEKASI,K4,42905,ORANG,2009
222,32,JAWA BARAT,3276,KOTA DEPOK,K1,38650,ORANG,2009
223,32,JAWA BARAT,3276,KOTA DEPOK,K4,35845,ORANG,2009
224,32,JAWA BARAT,3277,KOTA CIMAHI,K1,11652,ORANG,2009
225,32,JAWA BARAT,3277,KOTA CIMAHI,K4,11244,ORANG,2009
226,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K1,14007,ORANG,2009
227,32,JAWA BARAT,3278,KOTA TASIKMALAYA,K4,13132,ORANG,2009
228,32,JAWA BARAT,3279,KOTA BANJAR,K1,3807,ORANG,2009
229,32,JAWA BARAT,3279,KOTA BANJAR,K4,3162,ORANG,2009
230,32,JAWA BARAT,3201,KABUPATEN BOGOR,K1,120191,ORANG,2010
231,32,JAWA BARAT,3201,KABUPATEN BOGOR,K4,94079,ORANG,2010
232,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K1,58564,ORANG,2010
233,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,K4,53107,ORANG,2010
234,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K1,47404,ORANG,2010
235,32,JAWA BARAT,3203,KABUPATEN CIANJUR,K4,49083,ORANG,2010
236,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K1,59786,ORANG,2010
237,32,JAWA BARAT,3204,KABUPATEN BANDUNG,K4,60680,ORANG,2010
238,32,JAWA BARAT,3205,KABUPATEN GARUT,K1,58703,ORANG,2010
